"HerdNumber","Race","Disease","Huld","Hasetrykning","Andre_trykninger","Halthed","Hud_Haarlag","Hygiejne_yver","Hygiejne_haser","Flugtafstand","Boer","Skede","Goedning","Ketonstof_urin","CMT_min_1_kirtel","Rejseadfaerd","LactationNumber","Calving_month","InseminationNumber","Insemination_month","MilkYield","Change_milkyield","DiseaseCategory"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,4,0,3,0,48,-6.4,"Healthy"
"2","Danish Holstein","Forundersoegelse",,,,,,,,,,,,,,,3,0,6,0,48.2000007629395,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,4,0,1,0,60.2000007629395,60.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.25",,,,,,,,"5","0","7","1",,,4,0,2,0,39.5999984741211,23,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,5,0,4,0,58.7999992370605,58.8,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,3,0,2,0,52.5999984741211,4.6,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,3,0,4,0,50,50,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"3","0","5","1",,,3,0,3,0,50.5999984741211,50.6,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,4,0,1,0,59,59,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.75",,,,,,,,"2","0","5","1",,,3,0,4,0,57.7999992370605,57.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","3",,,3,0,3,0,49.2000007629395,20.8,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"0","0","6","1",,,3,0,1,0,43,15.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,4,0,1,0,56,31.9,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,3,0,1,0,45.4000015258789,9.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,3,0,4,0,55.0999984741211,13.7,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,4,0,1,0,63,63,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.25",,,,,,,,"2","0","6","1",,,3,0,2,0,56.7999992370605,56.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,3,0,7,0,40.4000015258789,40.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,3,0,2,0,60,60,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","4",,,,,,,,"0","0","5","1",,,4,0,2,0,50.5999984741211,5.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,3,0,1,0,47.7999992370605,47.8,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,2,0,5,0,49,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,2,0,2,0,57.2000007629395,57.2,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse",,,,,,,,,,,,,,,2,0,1,0,49,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,2,0,2,0,36.5999984741211,7.7,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,3,0,1,0,62.5999984741211,45.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,3,0,2,0,56.2000007629395,24.5,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,,,,,,,3,0,1,0,33.5999984741211,-26,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"2","0","5","1",,,3,0,4,0,51.4000015258789,26.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","2",,,2,0,4,0,43.2000007629395,43.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,2,0,2,0,46.7999992370605,46.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,53.7999992370605,53.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,2,0,2,0,35,35,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,3,0,3,0,63.7999992370605,46.1,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"4","0","6","1",,,2,0,1,0,40.5999984741211,-11.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","0","0","0","0","0","0","0","0",,,,,,,2,0,1,0,44,-9.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","0","0","0","0","0","0","0","0",,,,,,,1,0,5,0,47.5999984741211,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.25",,,,,,,,"5","0","5","1",,,2,0,3,0,44.4000015258789,44.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"1","0","5","1",,,1,0,1,0,30.3999996185303,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,46.7999992370605,46.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3",,,,,,,,"0","0","5","1",,,3,0,1,0,29.2000007629395,0.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.25",,,,,,,,"0","0","5","1",,,2,0,1,0,60.5999984741211,19.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.25",,,,,,,,"0","0","5","1",,,4,0,1,0,53.7999992370605,10.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,2,0,1,0,42.5999984741211,42.6,"Healthy"
"2","Danish Holstein","Forundersoegelse",,,,,,,,,,,,,,,1,0,3,0,39.7999992370605,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"2","3","5","1",,,1,0,1,0,27.7999992370605,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"3","2","5","1",,,1,0,1,0,44.5999984741211,8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,1,0,1,0,39,6.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","5","1",,,1,0,1,0,40,9,"Healthy"
"2","Danish Holstein","Forundersoegelse","4",,,,,,,,"3","0","5","1",,,1,0,2,0,36.4000015258789,36.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"5","0","5","1",,,1,0,3,0,38.2000007629395,8.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,2,0,2,0,49.4000015258789,20,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.25",,,,,,,,"3","0","5","1",,,3,0,3,0,55.7999992370605,55.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,1,0,4,0,30,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,1,0,2,0,39.7999992370605,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","1","5","1",,,1,0,2,0,25.2000007629395,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"3","5","5","1",,,1,0,2,0,31.2000007629395,16.2,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"2","4","5","1",,,1,0,2,0,32.7999992370605,11.2,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"1","0","5","2",,,3,0,1,0,57.2000007629395,57.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","4",,,,,,,,"0","0","5","1",,,3,0,2,0,54,39.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","4",,,,,,,,"2","0","5","1",,,2,0,1,0,45.4000015258789,45.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","6","2",,,3,0,3,0,54.5999984741211,34,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","4",,,,,,,,"1","0","5","1",,,2,0,1,0,20.5,-0.5,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,2,0,3,0,53,53,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"1","0","6","1",,,3,0,1,0,60.2000007629395,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,51.4000015258789,20.6,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,2,0,2,0,28.7999992370605,8.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"5","0","6","2",,,2,0,1,0,32.7999992370605,-8.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,31.6000003814697,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,2,0,3,0,60.7999992370605,60.8,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","7","1",,,3,0,2,0,46,46,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","4",,,,,,,,"1","0","5","1",,,2,0,1,0,47.4000015258789,47.4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,1,0,2,0,40.4000015258789,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,2,0,3,0,35.4000015258789,12.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"4","0","5","1",,,1,0,1,0,38.4000015258789,-7,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,2,0,1,1,45.7999992370605,45.8,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,26.2000007629395,11.6,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,32.7999992370605,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse",,,,,,,,,,,,,,,1,0,1,0,24.8999996185303,-4,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.25",,,,,,,,"0","0","5","1",,,2,0,1,0,57,57,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","6","1",,,2,0,2,0,57.2000007629395,18.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"3","0","5","1",,,1,0,1,0,23.2000007629395,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"4","0","5","1",,,2,0,2,0,50.7999992370605,23.2,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"1","0","6","1",,,2,0,1,0,42,8.2,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.75",,,,,,,,"3","5","5","1",,,1,0,1,0,32.7999992370605,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"0","0","6","1",,,2,0,1,0,52,17.8,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","4",,,,,,,,"5","6","5","1",,,1,0,1,0,41.2000007629395,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,1,0,3,0,32.7999992370605,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,1,0,2,0,30.7000007629395,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.5",,,,,,,,"2","0","5","1",,,1,0,3,0,19.7999992370605,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.75",,,,,,,,"2","0","5","1",,,1,0,1,0,13.6000003814697,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.75",,,,,,,,"5","0","5","1",,,1,0,2,0,17.6000003814697,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,36.2000007629395,0,"Healthy"
"2","Danish Holstein","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,1,0,1,1,27.3999996185303,0,"Healthy"
"2","Danish red and white Cattle","Forundersoegelse","3.75",,,,,,,,"0","0","5","1",,,1,0,1,0,35.7999992370605,0,"Healthy"
"1","Danish Holstein","Saalebloedning","0","0","0","0","0","0","0","0",,,,,,,4,0,1,0,38.5,-1.5,"Hoof and limb disorders"
"1","Danish Holstein","Saalebloedning","3.75",,,,,,,,,,,,,,3,0,2,0,36.5,36.5,"Hoof and limb disorders"
"1","Danish Holstein","Saalebloedning","3.5",,,,,,,,,,,,,,2,0,2,0,38.5999984741211,-9.5,"Hoof and limb disorders"
"1","Danish Holstein","Saalebloedning","3.5",,,,,,,,,,,,,,1,0,2,0,0,-47.9,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"0","0","6","3",,,5,0,3,0,45.4000015258789,-2.2,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning",,,,,,,,,,,,,,,4,0,1,0,49.7999992370605,-2.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","6","1",,,5,0,2,0,30.6000003814697,10.7,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning",,,,,,,,,,,,,,,4,0,1,0,55,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning",,,,,,,,,,,,,,,4,0,1,0,30.5,-4.2,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","4",,,,,,,,"0","0","5","1",,,5,0,2,0,43.4000015258789,-6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning",,,,,,,,,,,,,,,3,0,3,1,55.5999984741211,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,3,0,1,0,51.2999992370605,51.3,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,3,0,4,0,46,-1.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"2","0","6","1",,,3,1,2,0,0,-60.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,3,0,2,0,52.4000015258789,52.4,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"2","0","5","1",,,3,0,1,0,58,-0.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","4",,,,,,,,"0","0","5","1",,,4,0,1,0,53,53,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"1","0","5","1",,,3,1,2,0,0,-43.2,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.75",,,,,,,,"0","0","5","1",,,3,0,5,1,59.4000015258789,8.4,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","4",,,,,,,,"1","0","5","1",,,4,0,2,0,37.7999992370605,-8.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","4",,,,,,,,"0","0","5","1",,,4,0,1,0,45.2000007629395,1.2,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,5,0,2,1,46,15.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning",,,,,,,,,,,,,,,1,0,3,0,30.6000003814697,-0.2,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,3,0,2,0,59,2.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning",,,,,,,,,,,,,,,2,0,4,1,45.2000007629395,-7.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,,,,,,,2,0,1,0,32.5999984741211,1.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,3,0,2,0,53.5999984741211,3.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"3","0","5","1",,,3,0,2,0,36,-18.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","2.75",,,,,,,,,,,,,,2,0,1,0,21.6000003814697,21.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"0","0","6","1",,,2,0,2,0,0,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning",,,,,,,,,,,,,,,1,0,3,0,36,0.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"0","0","5","1",,,3,0,6,0,32.5999984741211,32.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.25",,,,,,,,"0","0","5","1",,,2,0,2,0,32.7999992370605,-7.4,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,,,,,,,1,0,1,0,28.7999992370605,-2,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,,,,,,,1,0,1,0,30,-1.4,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.25",,,,,,,,"0","0","5","1",,,2,0,3,1,44,-1.4,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","6","1",,,2,0,2,0,37.5999984741211,9.4,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"2","0","5","1",,,1,0,4,0,28.3999996185303,0.5,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning",,,,,,,,,,,,,,,1,0,4,0,28.3999996185303,1.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"3","0","5","1",,,1,0,1,0,45.2000007629395,14.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,3,0,1,0,64.5999984741211,0.2,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.25",,,,,,,,"0","0","5","1",,,1,0,1,0,32,6.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","4",,,,,,,,"0","0","5","3",,,2,0,1,0,37.7999992370605,37.8,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.75",,,,,,,,"1","0","5","1",,,1,0,1,0,29,7.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,3,0,2,1,55,55,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","7","1",,,2,0,1,0,55,14.8,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,2,0,1,0,33.7000007629395,-10.5,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,3,0,1,1,48.2000007629395,5.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"1","0","5","1",,,1,0,2,0,39.5999984741211,24.2,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"3","0","6","1",,,2,0,3,0,39.4000015258789,-12.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,,,,,,,1,0,3,0,26.2000007629395,-10.4,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","4",,,,,,,,,,,,,,2,0,1,0,31.7999992370605,-10,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"2","0","5","1",,,1,0,1,1,38,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"3","2","5","1",,,1,0,6,0,26.7999992370605,-2.8,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.75",,,,,,,,"1","0","6","2",,,2,0,1,0,0,-36.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"4","0","5","1",,,2,0,1,0,0,-24.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"1","0","6","1",,,2,0,8,0,30.6000003814697,3,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"2","0","5","2",,,1,0,1,0,33.7999992370605,1.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3",,,,,,,,"2","0","5","1",,,2,1,1,0,0,-32.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"0","0","5","1",,,1,0,2,0,29.7999992370605,-3.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"1","0","5","1",,,1,0,1,0,44,0,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,1,0,2,0,35.7999992370605,6.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"3","0","5","1",,,1,0,1,0,24.2000007629395,2.2,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"1","0","5","1",,,1,0,3,0,35,6.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","0","0","0","0","0","0","0","0",,,,,,"0",1,0,4,0,35,-3.2,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,,,,,,,1,0,3,0,35.5999984741211,-4.2,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.5",,,,,,,,"2","0","5","1",,,1,1,2,0,40.2000007629395,-2.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"1","0","5","1",,,2,0,1,1,0,-37.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,35.7999992370605,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,1,0,2,0,31,0,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","4",,,,,,,,"2","0","5","1",,,1,0,2,0,36.2000007629395,0,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.75",,,,,,,,"0","0","5","1",,,1,0,2,0,28.2000007629395,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,1,0,3,1,38.5999984741211,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,,,,,,,1,0,3,0,37.4000015258789,-0.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"2","0","5","1",,,1,0,1,0,31.3999996185303,0,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.75",,,,,,,,"2","0","5","1",,,1,0,1,0,40.4000015258789,3.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"1","3","5","1",,,1,0,4,1,30.7999992370605,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"2","0","5","1",,,1,0,1,0,15.3999996185303,0,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.75",,,,,,,,"1","0","5","1",,,1,0,2,0,28.7999992370605,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"0","0","5","1",,,1,0,2,0,27.2000007629395,4.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.25",,,,,,,,"0","0","6","1",,,1,0,1,0,39.4000015258789,0,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning","3.75",,,,,,,,"0","1","6","1",,,1,0,1,0,34.4000015258789,-3.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"1","2","5","1",,,1,0,2,1,42.5999984741211,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"2","0","5","1",,,2,0,1,0,54,54,"Hoof and limb disorders"
"2","Danish red and white Cattle","Saalebloedning",,,,,,,,,,,,,,,1,0,1,0,24.8999996185303,-4,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"4","3","5","1",,,1,0,2,1,37.7999992370605,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"2","0","5","1",,,1,0,1,0,25,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"0","0","5","1",,,1,0,3,1,31.6000003814697,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"1","0","5","1",,,1,0,2,0,41,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,1,0,4,1,46.4000015258789,28.8,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.75",,,,,,,,"1","0","5","1",,,1,0,1,0,26,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"1","0","5","1",,,1,0,1,1,39.7999992370605,0,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"0","0","5","1",,,1,0,1,0,29.6000003814697,-7.6,"Hoof and limb disorders"
"2","Danish Holstein","Saalebloedning","3.5",,,,,,,,"3","1","6","1",,,1,0,1,0,33.4000015258789,0,"Hoof and limb disorders"
